date,location,latitude,longitude,river_discharge,precipitation
2020-10-01 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.8510184,
2020-10-02 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.5003455,
2020-10-03 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.3334582,
2020-10-04 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.2908678,
2020-10-05 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.6242185,
2020-10-06 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7352688,
2020-10-07 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.7352688,
2020-10-08 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.3933158,
2020-10-09 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.1428907,
2020-10-10 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.2181964,
2020-10-11 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.1478305,
2020-10-12 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.1478305,
2020-10-13 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.0464447,
2020-10-14 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.1037786,
2020-10-15 00:00:00+00:00,"Dhaka, Bangladesh",23.8103,90.4125,1.0137241,
